,text,y
7891,"Без рамочный, 6-ти дюймовый экран, ночная съемка, сапфировое стекло, мощные динамики, хорошая камера",1
7892,Хоть аккумулятор не очень большого объёма для такого телефона но на удивление его хватает на долго ,1
7893,"Не плохие селфи и основная камеры,отличный большой и яркий экран,мощный процессор, для игроманов лучше не придумаешь.",1
7894,Хороший смартфон берите непожалеете.,1
7895,Хорошая камера хороший большой и яркий экран большая память телефон отличный.,1
7896,"Впринципе из 5 поставлю 4,5))",1
7897,"В данной моделе мне особо понравилось то ,что с зарядом батарееи и в интернете и частыми и длительными разговорами я остаюсь ДАВОЛЕН.",1
7898,Самый лучший,1
7899,"Ловит везде, даже там, где другие смартфоны не справляютсяХорошо держит зарядКачественный, громкий звукSamsung Pay работает стабильноНе глючитЕсть поддержка Samsung, но за практически год ни разу не обращалась к нейНе садится на холоде",1
7900,+ отличная камера,1
7901,"+ большой, почти 6-дюймовый, качественный экран при приемлемых внешних габаритах (боковых рамок практически нет)",1
7902,"Отличная модель, стоит своих денег, очень рекомендую тем, кого интересует качество и кто не хочет переплачивать за брэнд",1
7903,"1) ОС Андроид 8,0. Очень удобная в использовании оболочка, мног полезных функций и настроек. Легко всё настроил под свои привычки.2) Отличная двойная камера (12/20 Мп), оптика ""Leica""3) Оперативная память/внутренняя память 6/128 Гб4) телефон очень шустрый, все программы включаются без зависания, экран отлично реагирует на касания.5) Батареи хватает почти на два дня при среднем, без игрушек6) Хотя это чистый ""китаец"", без проблем установились все нужные программы, включая, банковские и фитнес-браслет от старого телефона Самсунг Galaxy S5, блютуз наушники Панасоник7) Минимум программ вшитых в ОС (в отличие от Самсунга), в тоже время вшиты нужные программы, которые не пришлось закачивать отдельно8) без проблем передал по Блютузу со старого Самсунга книгу контактов, всё встало хорошо, ничего не пришлось корректировать.9) телефон был с уже наклеенной защитной плёнкой и пластиковым чехлом в комплекте10) удобно совмещён сканер отпечатка пальцев с кнопкой навигации11) отличный экран, как по размеру, так и по качеству.",1
7904,Отвечает всем моим требованиям.,1
7905,"Красивый , качественная сборка и функционал.",1
7906,В общем и целом доволен. ,1
7907,"Наверное одно из самых удачных сочетаний цены и качества. 8 ядер процессор, 4 гига оперативки, большой дисплей. фронтальная камера в 16 мегапикселей для любителей потранслировать и сделать селфи",1
7908,Все отлично,1
7909,Батарея.  Экран. ,1
7910,"Смартфон соответствует всем требованиям,меня устраивает вполне.",1
7911,"Нормальный смарт,камера селфи и камеры основная за эти деньги огонь. Стабильная ОС, всё отлично и прилично.",1
7912,"Рекомендую тем кому нужен отличный телефон для работы и для бизнеса. Своих денег стоит. Тем кому важна отличная камера, рекомендую поискать телефон с оптической стабилизацией.",1
7913,"Шустрый в работе. Отличный яркий контрастный экран. за 3 месяца он никогда не зависал. Пару раз уронил на дорогу, все цело и ничего не сломалось. Ни спорю, может это просто повезло! В отзывах читал, что подвисает интернет в 4G и при этом идут затрудненно звонки. У меня такого не наблюдается! все летает как надо! ",1
7914,хороший телефон.но сейчас бы купил с большей памятью.,1
7915,шустрый.полтора года в работе.отпечаток работает.,1
7916,"Неплохая модель, если бы ещё добавить памяти или сделать отдельный слот для флэшки",1
7917,"NFC, большой объём оперативной памяти, работает плавно без зависаний, хорошее качество снимков и видео, качественный экран, не остаются отпечатки пальцев на стекле, ёмкий аккумулятор, хватает на двое суток среднего пользования.",1
7918,"Ни разу, не пожалел.",1
7919,"Экран,батарея, функциональность",1
7920,"Модель получилась очень хорошей, но правда дорогой. Хотя она стоит своих денег. Для Sony это настоящий прорыв. ",1
7921,Камера очень хорошо снимает. И результат можно увидеть сразу т.к. на устройстве есть 4к экран с поддержкой HDR. Процессор Qualcomm Snapdragon 845 и 6 гб оперативной памяти дают шикарную производительность и устройство работает быстрее чем IPhone X. ,1
7922,Мы очень нравиться.,1
7923,"1. Я очень уважаю изделия этой фирмы, не только телефоны.2. Они очень аккуратно сделаны и красивы.3. Они очень качественны.",1
7924,Я восхешен смартфон ом. ,1
7925,"Камера отличная, очень быстрый, долго держит батарея. Проблем с использованием не было. И просто отличное звучание динамиков. ",1
7926,"Телефон мужской такой , в принципе ничего лишнего в нём нет, голый Android 6.0 , был выбор между Galaxy Note 4 и вот этим телефоном. Теперь у меня два телефона)) ",1
7927,"Добротный телефон , целый день держит заряд , качество звязи хорошее , ударопрочный экран",1
7928,Качество и цена,1
7929,БыстрыйЯркий и контрастный дисплейПриятный в руках,1
7930, при зарядке сильно нагревается. ,1
7931,"Емкий, удобный. Небьющийся экран. Качество материалов. Мото-фишки - привыкаешь к ним))",1
7932,"После всяких мейзу и сяоми топовых веток, этот телефон просто оазис в пустыне. Первый ним появился в 12м году. Теперь я с них не слезу ни за какие ши-ши.",1
7933,"Заряд эта лапочка держит весь день при активной музыке и экране.Громкость. Уши отвалятся просто. Использую как колонку. Приходится или на средней громкости держать или на вибро, иначе мои коллеги скоро построят кирпичный завод.  В комплекте великолепные наушники (правда я свои уже искупала... Но вроде начали работать как раньше). Экран на любителя. Более мягкий чем олед, но при этом углы обзора намного меньше. ",1
7934,"Невероятно крутой телефон. Сравнивался не с одним S8 - после всех тестов получал только одну фразу: ""Зато у него функции распознавания лица нет и закругленных краев.""))) Очень быстрый сканер отпечатка, замечательный фото БАТАРЕЯ НА 4000!!! Этот телефон двое суток держит с работой экрана 5-6 часов)) Купил в декабре 2017, был выбор между S8 и HTC, не пожалел ни разу.",1
7935,"Быстрый, мощный, красивый, супер фото и видео, функция сжатия обленила меня в край. ",1
7936,Просто хороший телефон ,1
7937,"Это второй НТС покупал в интернет магазине в  Ирландии в начале года за 719 евро, двухсимочный. Батарея отличная телефон не глючит звук хороший и картинка тоже. За эти деньги вполне достойный продукт. ",1
7938,Хорошая камера,1
7939,Телефоном пользуюсь со дня его выхода в РФ и очень рад. Багов по сей день не было.,1
7940,"Производительность отличная, даже на обычном профиле (при необходимость есть возможность вкл высокой производительности).  Очень радует усиленная зарядное устройство ( дается только с макс. версией 64г) почти за 30 мин заряжает полностью любой телефон и айфон в том числе. Отличная камера. Много возможностей настроек под пользователя. Так же очень помогает установленные отдельные радиомодули на сим картах (удобно делать конференцию между симками)",1
7941,"Довольна, советую. Камера и разрешение сууупер",1
7942,Камера и разрешение экрана.,1
7943,"хотел дисплей 4.5-4.7"", но с такими характеристиками за эту цену не делают..и аккум. мощней не помешал бы, пусть даже за счёт толщины..",1
7944,"Внешность не хуже айфона, 3Гб оперативной памяти, неплохая камера..Для своей цены он лучший.",1
7945,"компания собрала в этой модели все ,что есть у других моделей среднего класса.не надо ни чего скачивать из плэй маркета. ",1
7946,"автономность,дисплей ,начинка и тд.",1
7947,Очень люблю этот телефон (у меня золотой),1
7948,"Не высокая цена, держит батарею хорошо",1
7949,ДОВОЛЕН!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
7950,"быстрый,красивый,удобный,",1
7951,"Год назад купил, претензии нет, все отлично работает",1
7952,"+ сеть супер ловит как айфон, + батарейка надолго хватает, + интернет скорость отличная. ",1
7953,"Тактильные ощущения суперские, дизайн, кнопки, экран, датчик света и много других фишек очень порадовали. Телефон очень красивый",1
7954,"Очень хороший смартфон за свои деньги. До него был самсунг А5 2017.так вот этот смартфон ничем не уступает. Разве что чуток камера похуже, но это не так заметно днем, как вечером. А так все устраивает и даже очень. Рекомендую! ",1
7955,Очень приятно лежит в руке. Очень доволен,1
7956,"Шустрый, красивый",1
7957,На такую цену превосходный смартфон. Пользуюсь уже полгода с удовольствием. ,1
7958,"Снимки отличные, шустрый, вообще за полгода эксплуатации обнаружила только один минус, все остальное на высоте",1
7959,Хорошее соотношение цена-качество. ,1
7960,Быстрый. Красивый. Достаточный запас памяти,1
7961,"В общем хороший смартфон за доступную цену. Не стоит тратить на много больше за брендовые модели с такими же функциями. Это мой второй huawei, предедущий был huawei p8 lite. Качественная работа процессора, не глючит, не тупит, камера классная, батареи на целый день хватает и на игры и на разговоры. Советую. ",1
7962,"Стильный петаллический корпус, хорошая камера, сканер отпечатка пальцев, хорошая производительность, батарея, 2 сим карты + слот для микро sd,доступная цена.",1
7963,"Удобный, стильный. Рекомендую.",1
7964,Надежный телефон. За 2 года пользования ни разу не подвел. Есть защита зрения. ,1
7965,Супер,1
7966,"Телефон очень даже хороший для своей цены. Камера отличная, два года пользуюсь батарея как новая. ",1
7967,Хороший прием сигнала. камера очень не плохая. быстродействие на уровне. удобный.,1
7968,"Телефон классный,только положительные эмоции",1
7969,"камера 23 мп отличные фотки и само качество на высоте,батарея на 3430 мАч,в идеале при активном пользование интернетом хватает на 1,5 дня-2 дня,сканер пальцев,отличный динамик звук громкий и четкий,в наушниках также все на высоте,стильный дизайн",1
7970,Sony как всегда на высоте!,1
7971,"Экран 5.5 дюйм, размер изображения 1920x1080, при цене 12500 р. система андроид 8, рейтинг на яндексе 4,5...",1
7972,"Мне нравится, все хорошо работает, памяти хватает, камера нормальная, часто можно сделать хорошие снимки. Радует что не приходится выбирать между 2 сим и 1сим с SD картой. Селфи камера супер. Пользуюсь около 7 месяцев. ",1
7973,Владислав ,1
7974,рекомендую,1
7975,"идеальный размер, устойчивая связь, зарядки хватает на два дня интенсивного использования, хорошая камера, ни разу не заглючил",1
7976,"Довольно качественная модель, у меня не глючит. Перепрошивал у оф. представителя. Прошиву последнюю поставили всё работает чётко. Доволен как слон))) владею более 3х месяцев. До него пользовался Samsung Galxy S4 I9500. Так вот качество приёмника-передатчика у Mi5S Plus гораздо лучше. Интернет работает даже там где на галакси просто вообще пропадала связь!!! Очень заметно этот момент лучше.",1
7977,Очень хорощее быстродействие при экономном потреблении питания аккумулятора. Красивый тонкий приятно лежит в руке. Отпечаток пальца работает идеадьно.,1
7978,"В целом я телефоном довольна. Подключено много аккаунтов в разных приложениях (нужно по работе). Есть встроенная функция клонирования приложений (по работе нужно одновременно и аккаунт рабочий и личный, работает на ура). При подключении двух аккаунтов Гугла если один и тот же номер записан под разными именами в разных аккаунтах, их не объединяет, как например это реализовано у самсунгов (внутри самого контакта есть два поля - контакт  одного аккаунта, и  другого аккаунта). Но это мелочи. У меня по работе очень большая телефонная книга - более 2500 контактов, не нравится, что если в одном из мессенджеров Ватсапп/Вайбер и ДР. переименуешь контакт, то этот же контакт не переименуется в Гугл аккаунте и наоборот. Но это не всегда так - только если были сообщения написаны ранее в мессенджерах. В результате дублируется один и тот же контакт - контакт Гугла,, контакт Вайбера, Ватсапп, ВК, телеграмм и проч. Но это беда всех андроидов(( у ксиаоми есть функция объединения дубликатов, но у меня при наличии множества аккаунтов фактически эта функция не работает. С облачными хранилищами работает со всеми хорошо - и Яндекс диск и дропбокс и Гугл диск. Все вложенные файлы можно импортировать/экспортировать. Есть встроенная функция записи разговора - тоже удобно, записывает только когда нажмёшь на запись, бывает необходимо что-то записать, а ручки под рукой нет, да и не все запишешь. В скорости интернета тоже нет претензий - от модели телефона это тоже зависит, не только от качества связи. Страницы грузятся быстро. Карты по навигатору тоже грузятся моментально. В целом я телефоном довольна",1
7979,"Очень шустрый, все приложения быстро работают, даже если запущено более 10 приложений одновременно. ",1
7980,Меня всё устраивает.,1
7981,"Операционная система главный плюс. Простота, надежность,обслуживание.",1
7982,"хорошая камера, бренд",1
7983,"он быстрый,но китайцы уже давно в переди и их не догнать",1
7984,Все остальное вполне устраивает. Сонька с тем же железом но без ИК на 80% дороже. Это компенсирует недостаток камеры. ,1
7985,Сильное железо! Все летает!,1
7986,В целом очень отличное устройство и всё ещё актуален в 2019 году,1
7987,"Металлический корпус, NFC Snapdragon 821, Android 8.0 с MIUI 10 и в последующем с MIUI 11",1
7988,"Шикарный экран,асфальт 9 летает , ???? великолепная ",1
7989,Шикарный смартфон после 1'5года использования всё супер .Тест Антуту 168000 папугаев,1
7990,"Аппарат очень хорош не хочу с ним растоваться. Интернет летает, звук музыки на высоте как через динамик, так и в наушниках. Батарея не убиваемая. Шустрый процессор. Андроид 5.1. Супер рекомендую тем кто ценит автономность и хорошую сборку",1
7991,"Большой яркий экран HD. Батарея живёт не знаю как у кого у меня 6 дней интернет,просмотр видео, прослушивание музыки. С хорошими наушниками звук потресающий являюсь меломаном. Камера соответствует заявленому 8pix особенно хорошо снимает макро.",1
7992,За такую цену в полне хороший телефон.,1
7993," Емкостная батарея, яркий экран,громкий динамик.",1
7994,"хороший телефон, все минусы это его мелочи",1
7995,"Батарея, яркий экран, хорошый динамик, шустрый",1
7996,Доволен как Слон !,1
7997,Не скупится Сяоми на датчики и плюшки. Инфракрасный порт для управления телевизором и прочими приборами очень удобно,1
7998,"Как слон доволен.Ношу в простом силиконовом бампере и,конечно,с бронезащитой на экране.В кармане - бесподобно сидит.",1
7999,"Камера,время работы,размер(в кармане джинс ношу) и много еще др.мелочей.",1
8000,"Если не будет лагов после ремонта, оставлю. И обновлять больше не буду.А так очень хороший аппарат. ",1
8001,"За свои деньги , просто великолепный аппарат. Доволен БЫЛ абсолютно всем",1
8002,"Самые лучшие, за год эксплуатации нареканий нет",1
8003,"Дешёвый, надёжный, шустрый",1
8004,"От камеры ждать нечего, но терпимо!)",1
8005,+++++,1
8006,Считаю одной из лучших моделей Сяоми,1
8007,"Большой экран, мощный аккумулятор, и классное остальное ",1
8008,"Большой объем памяти — 64 ГБ внутренней и 3 ГБ оперативной. Тонкий немаркий корпус. Хорошие камеры — основная и фронтальная. Экран без траурной рамочки.Металлический, со сканером отпечатков и хорошим дисплеем. Стильный, эргономичный. Из недостатков главный - слабая батарея и, как следствие, низкая автономность.",1
8009,Хорошие камерыНескользкий и немаркий металлический корпусСмартфон тонкий и легкийНаконец-то нет черной рамки вокруг экрана,1
8010,"Тонкий, хорошо лежит в руке, хорошая камера и дисплей.",1
8011,не вижу,1
8012,"Стильный, тонкий, чуть удлинённый - очень удобно держать в руках.Хорошая игрушка, фотоаппарат и телефон!) ",1
8013,"Стильный, тонкий. Яркие цвета! Замечательные фото(есть функция ""живые"" фото), яркие, чёткие. Звук громкий, если телефон в сумочке, то громкость увеличивается автоматически! При разговоре, также звук очень хороший! Хватает умных фишечек(многие похожие с Самсунгом). Батарея устраивает, садится плавно) (не отрубается быстро при 7-5%).",1
8014,Отличный смартфон. По аддекватной цене. С хорошей характристикой. Рекомендую.,1
8015,"Большой экран. Высокое разрешение экрана.Оперативная память, своя память 64 гб. Достаточно хорошая батарея. Работает шустро.Отпечаток работает отлично. Камера супер.",1
8016,"Очень надежный гаджет, не подведет ни в жару, ни в холод",1
8017,"Спустя 2 года использования не зависает, работает, как часы. Надежен и точен.",1
8018,+ отличная камера,1
8019,"+ большой, почти 6-дюймовый, качественный экран при приемлемых внешних габаритах (боковых рамок практически нет)",1
8020,"Отличная модель, стоит своих денег, очень рекомендую тем, кого интересует качество и кто не хочет переплачивать за брэнд",1
8021,"1) ОС Андроид 8,0. Очень удобная в использовании оболочка, мног полезных функций и настроек. Легко всё настроил под свои привычки.2) Отличная двойная камера (12/20 Мп), оптика ""Leica""3) Оперативная память/внутренняя память 6/128 Гб4) телефон очень шустрый, все программы включаются без зависания, экран отлично реагирует на касания.5) Батареи хватает почти на два дня при среднем, без игрушек6) Хотя это чистый ""китаец"", без проблем установились все нужные программы, включая, банковские и фитнес-браслет от старого телефона Самсунг Galaxy S5, блютуз наушники Панасоник7) Минимум программ вшитых в ОС (в отличие от Самсунга), в тоже время вшиты нужные программы, которые не пришлось закачивать отдельно8) без проблем передал по Блютузу со старого Самсунга книгу контактов, всё встало хорошо, ничего не пришлось корректировать.9) телефон был с уже наклеенной защитной плёнкой и пластиковым чехлом в комплекте10) удобно совмещён сканер отпечатка пальцев с кнопкой навигации11) отличный экран, как по размеру, так и по качеству.",1
8022,Отвечает всем моим требованиям.,1
8023,"Красивый , качественная сборка и функционал.",1
8024,В общем и целом доволен. ,1
8025,"Наверное одно из самых удачных сочетаний цены и качества. 8 ядер процессор, 4 гига оперативки, большой дисплей. фронтальная камера в 16 мегапикселей для любителей потранслировать и сделать селфи",1
8026,Все отлично,1
8027,Батарея.  Экран. ,1
8028,"Смартфон соответствует всем требованиям,меня устраивает вполне.",1
8029,"Нормальный смарт,камера селфи и камеры основная за эти деньги огонь. Стабильная ОС, всё отлично и прилично.",1
8030,"Рекомендую тем кому нужен отличный телефон для работы и для бизнеса. Своих денег стоит. Тем кому важна отличная камера, рекомендую поискать телефон с оптической стабилизацией.",1
8031,"Шустрый в работе. Отличный яркий контрастный экран. за 3 месяца он никогда не зависал. Пару раз уронил на дорогу, все цело и ничего не сломалось. Ни спорю, может это просто повезло! В отзывах читал, что подвисает интернет в 4G и при этом идут затрудненно звонки. У меня такого не наблюдается! все летает как надо! ",1
8032,хороший телефон.но сейчас бы купил с большей памятью.,1
8033,шустрый.полтора года в работе.отпечаток работает.,1
8034,"Неплохая модель, если бы ещё добавить памяти или сделать отдельный слот для флэшки",1
8035,"NFC, большой объём оперативной памяти, работает плавно без зависаний, хорошее качество снимков и видео, качественный экран, не остаются отпечатки пальцев на стекле, ёмкий аккумулятор, хватает на двое суток среднего пользования.",1
8036,"Ни разу, не пожалел.",1
8037,"Экран,батарея, функциональность",1
8038,"Модель получилась очень хорошей, но правда дорогой. Хотя она стоит своих денег. Для Sony это настоящий прорыв. ",1
8039,Камера очень хорошо снимает. И результат можно увидеть сразу т.к. на устройстве есть 4к экран с поддержкой HDR. Процессор Qualcomm Snapdragon 845 и 6 гб оперативной памяти дают шикарную производительность и устройство работает быстрее чем IPhone X. ,1
8040,Мы очень нравиться.,1
8041,"1. Я очень уважаю изделия этой фирмы, не только телефоны.2. Они очень аккуратно сделаны и красивы.3. Они очень качественны.",1
8042,Я восхешен смартфон ом. ,1
8043,"Камера отличная, очень быстрый, долго держит батарея. Проблем с использованием не было. И просто отличное звучание динамиков. ",1
8044,"Телефон мужской такой , в принципе ничего лишнего в нём нет, голый Android 6.0 , был выбор между Galaxy Note 4 и вот этим телефоном. Теперь у меня два телефона)) ",1
8045,"Добротный телефон , целый день держит заряд , качество звязи хорошее , ударопрочный экран",1
8046,Качество и цена,1
8047,БыстрыйЯркий и контрастный дисплейПриятный в руках,1
8048, при зарядке сильно нагревается. ,1
8049,"Емкий, удобный. Небьющийся экран. Качество материалов. Мото-фишки - привыкаешь к ним))",1
8050,"После всяких мейзу и сяоми топовых веток, этот телефон просто оазис в пустыне. Первый ним появился в 12м году. Теперь я с них не слезу ни за какие ши-ши.",1
8051,"Заряд эта лапочка держит весь день при активной музыке и экране.Громкость. Уши отвалятся просто. Использую как колонку. Приходится или на средней громкости держать или на вибро, иначе мои коллеги скоро построят кирпичный завод.  В комплекте великолепные наушники (правда я свои уже искупала... Но вроде начали работать как раньше). Экран на любителя. Более мягкий чем олед, но при этом углы обзора намного меньше. ",1
8052,"Невероятно крутой телефон. Сравнивался не с одним S8 - после всех тестов получал только одну фразу: ""Зато у него функции распознавания лица нет и закругленных краев.""))) Очень быстрый сканер отпечатка, замечательный фото БАТАРЕЯ НА 4000!!! Этот телефон двое суток держит с работой экрана 5-6 часов)) Купил в декабре 2017, был выбор между S8 и HTC, не пожалел ни разу.",1
8053,"Быстрый, мощный, красивый, супер фото и видео, функция сжатия обленила меня в край. ",1
8054,Просто хороший телефон ,1
8055,"Это второй НТС покупал в интернет магазине в  Ирландии в начале года за 719 евро, двухсимочный. Батарея отличная телефон не глючит звук хороший и картинка тоже. За эти деньги вполне достойный продукт. ",1
8056,Хорошая камера,1
8057,Телефоном пользуюсь со дня его выхода в РФ и очень рад. Багов по сей день не было.,1
8058,"Производительность отличная, даже на обычном профиле (при необходимость есть возможность вкл высокой производительности).  Очень радует усиленная зарядное устройство ( дается только с макс. версией 64г) почти за 30 мин заряжает полностью любой телефон и айфон в том числе. Отличная камера. Много возможностей настроек под пользователя. Так же очень помогает установленные отдельные радиомодули на сим картах (удобно делать конференцию между симками)",1
8059,"Довольна, советую. Камера и разрешение сууупер",1
8060,Камера и разрешение экрана.,1
8061,"хотел дисплей 4.5-4.7"", но с такими характеристиками за эту цену не делают..и аккум. мощней не помешал бы, пусть даже за счёт толщины..",1
8062,"Внешность не хуже айфона, 3Гб оперативной памяти, неплохая камера..Для своей цены он лучший.",1
8063,"компания собрала в этой модели все ,что есть у других моделей среднего класса.не надо ни чего скачивать из плэй маркета. ",1
8064,"автономность,дисплей ,начинка и тд.",1
8065,Очень люблю этот телефон (у меня золотой),1
8066,"Не высокая цена, держит батарею хорошо",1
8067,ДОВОЛЕН!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
8068,"быстрый,красивый,удобный,",1
8069,"Год назад купил, претензии нет, все отлично работает",1
8070,"+ сеть супер ловит как айфон, + батарейка надолго хватает, + интернет скорость отличная. ",1
8071,"Тактильные ощущения суперские, дизайн, кнопки, экран, датчик света и много других фишек очень порадовали. Телефон очень красивый",1
8072,"Очень хороший смартфон за свои деньги. До него был самсунг А5 2017.так вот этот смартфон ничем не уступает. Разве что чуток камера похуже, но это не так заметно днем, как вечером. А так все устраивает и даже очень. Рекомендую! ",1
8073,Очень приятно лежит в руке. Очень доволен,1
8074,"Шустрый, красивый",1
8075,На такую цену превосходный смартфон. Пользуюсь уже полгода с удовольствием. ,1
8076,"Снимки отличные, шустрый, вообще за полгода эксплуатации обнаружила только один минус, все остальное на высоте",1
8077,Хорошее соотношение цена-качество. ,1
8078,Быстрый. Красивый. Достаточный запас памяти,1
8079,"В общем хороший смартфон за доступную цену. Не стоит тратить на много больше за брендовые модели с такими же функциями. Это мой второй huawei, предедущий был huawei p8 lite. Качественная работа процессора, не глючит, не тупит, камера классная, батареи на целый день хватает и на игры и на разговоры. Советую. ",1
8080,"Стильный петаллический корпус, хорошая камера, сканер отпечатка пальцев, хорошая производительность, батарея, 2 сим карты + слот для микро sd,доступная цена.",1
8081,"Удобный, стильный. Рекомендую.",1
8082,Надежный телефон. За 2 года пользования ни разу не подвел. Есть защита зрения. ,1
8083,Супер,1
8084,"Телефон очень даже хороший для своей цены. Камера отличная, два года пользуюсь батарея как новая. ",1
8085,Хороший прием сигнала. камера очень не плохая. быстродействие на уровне. удобный.,1
8086,"Телефон классный,только положительные эмоции",1
8087,"камера 23 мп отличные фотки и само качество на высоте,батарея на 3430 мАч,в идеале при активном пользование интернетом хватает на 1,5 дня-2 дня,сканер пальцев,отличный динамик звук громкий и четкий,в наушниках также все на высоте,стильный дизайн",1
8088,Sony как всегда на высоте!,1
8089,"Экран 5.5 дюйм, размер изображения 1920x1080, при цене 12500 р. система андроид 8, рейтинг на яндексе 4,5...",1
8090,"Мне нравится, все хорошо работает, памяти хватает, камера нормальная, часто можно сделать хорошие снимки. Радует что не приходится выбирать между 2 сим и 1сим с SD картой. Селфи камера супер. Пользуюсь около 7 месяцев. ",1
8091,Владислав ,1
8092,рекомендую,1
8093,"идеальный размер, устойчивая связь, зарядки хватает на два дня интенсивного использования, хорошая камера, ни разу не заглючил",1
8094,"Довольно качественная модель, у меня не глючит. Перепрошивал у оф. представителя. Прошиву последнюю поставили всё работает чётко. Доволен как слон))) владею более 3х месяцев. До него пользовался Samsung Galxy S4 I9500. Так вот качество приёмника-передатчика у Mi5S Plus гораздо лучше. Интернет работает даже там где на галакси просто вообще пропадала связь!!! Очень заметно этот момент лучше.",1
8095,Очень хорощее быстродействие при экономном потреблении питания аккумулятора. Красивый тонкий приятно лежит в руке. Отпечаток пальца работает идеадьно.,1
